review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source
37916,Dennis Mathis,18,Google,Pixel 7a,769.5,C$1061.91,CAD,1.38,4.0,Positive,Canada,English,2023-11-10,False,3,3,2,4,5,4,AliExpress
1571,Calebe Marques,34,Xiaomi,Redmi Note 13,324.93,R$1852.1,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-05-28,False,2,4,1,4,2,3,AliExpress
35908,April Mack,37,Apple,iPhone SE,1370.33,A$2096.6,AUD,1.53,3.0,Neutral,Australia,English,2024-06-27,True,3,3,1,2,3,2,Flipkart
26090,Ana Júlia Mendonça,24,Motorola,Edge 50,631.55,R$3599.84,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-09-15,False,5,4,4,3,3,9,AliExpress
20914,Max Suresh,42,Apple,iPhone SE,823.69,₹68366.27,INR,83.0,2.0,Negative,India,Hindi,2023-07-14,True,1,1,2,2,3,2,Flipkart
9958,Tyler Clark,45,Realme,Realme 12 Pro,402.22,د.إ1476.15,AED,3.67,3.147565320665083,Positive,UAE,English,2024-09-01,False,3,3,2,2,2,4,eBay
18276,Daniel Hunter,18,Xiaomi,Redmi Note 13,206.75,C$285.31,CAD,1.38,5.0,Positive,Canada,English,2023-01-26,False,5,2,4,5,5,5,Amazon
15432,Rebecca Pearson,32,Xiaomi,Poco X6,502.8,C$693.86,CAD,1.38,2.0,Neutral,Canada,English,2025-06-28,True,1,2,1,2,2,2,Amazon
23494,Amy Phillips,18,Motorola,Moto G Power,457.89,£357.15,GBP,0.78,2.0,Neutral,UK,English,2024-10-08,True,1,3,1,2,3,2,AliExpress
15790,Brenda Montoya,32,Samsung,Galaxy A55,1039.99,A$1591.18,AUD,1.53,5.0,Positive,Australia,English,2023-01-04,True,5,5,5,5,4,4,Amazon
35780,Brian Smith,33,Xiaomi,Mi 13 Pro,367.44,A$562.18,AUD,1.53,1.0,Negative,Australia,English,2025-03-06,True,1,1,1,1,1,3,Flipkart
11981,Derrick Bailey,29,Realme,Realme Narzo 70,464.27,$464.27 ,USD,1.0,1.0,Negative,USA,English,2025-10-08,True,1,1,1,1,1,4,Flipkart
44906,Leslie Fowler,25,Samsung,Galaxy Z Flip,1340.31,"$1,340.31 ",USD,1.0,2.0,Negative,USA,English,2024-07-30,True,1,1,1,1,1,1,BestBuy
35763,Miss Nicole Sharp,20,Google,Pixel 6,919.92,$919.92 ,USD,1.0,1.0,Negative,USA,English,2024-06-16,True,1,1,1,1,1,2,BestBuy
27093,Lorenzo Mendes,25,Samsung,Galaxy Note 20,1327.11,R$7564.53,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-02-18,True,2,3,4,2,4,1,BestBuy
46835,Lisa Weaver,29,Realme,Realme Narzo 70,338.76,د.إ1243.25,AED,3.67,1.0,Negative,UAE,English,2025-05-01,True,1,1,1,1,1,3,Amazon
33438,Sara Ferguson,18,Google,Pixel 6,1072.52,A$1640.96,AUD,1.53,4.0,Positive,Australia,English,2025-04-04,True,4,3,3,2,2,6,Amazon
47381,Univ.Prof. Magda Mude,33,Apple,iPhone 13,930.73,€865.58,EUR,0.93,4.0,Positive,Germany,German,2024-07-17,False,4,3,5,4,2,5,AliExpress
1591,Sr. Ravi Vargas,26,Xiaomi,Mi 13 Pro,321.07,R$1830.1,BRL,5.7,2.0,Negative,Brazil,Portuguese,2025-06-21,False,2,1,2,2,1,2,AliExpress
26756,Katie Jones,26,Xiaomi,Poco X6,348.15,A$532.67,AUD,1.53,3.0,Positive,Australia,English,2023-07-15,True,3,4,2,2,1,4,Flipkart
21759,Zayan Korpal,28,Realme,Realme Narzo 70,213.22,₹17697.26,INR,83.0,2.0,Negative,India,Hindi,2024-07-02,True,1,3,1,1,1,4,AliExpress
3002,Peter Martin,33,Realme,Realme Narzo 70,302.9,C$418.0,CAD,1.38,5.0,Positive,Canada,English,2023-04-28,True,5,5,5,4,4,6,eBay
44112,Andrew Cole,37,Xiaomi,Mi 13 Pro,256.7,£200.23,GBP,0.78,4.0,Positive,UK,English,2025-07-12,True,4,4,3,4,2,2,eBay
43520,Alexa Faust,29,Motorola,Moto G Power,798.99,€743.06,EUR,0.93,3.0,Positive,Germany,German,2023-11-28,False,4,2,3,3,3,5,AliExpress
629,Jagvi Madan,20,Google,Pixel 7a,1097.31,₹91076.73,INR,83.0,5.0,Positive,India,Hindi,2023-03-29,True,5,5,4,5,5,5,AliExpress
20737,Sean Avila,38,Google,Pixel 7a,915.18,$915.18 ,USD,1.0,3.0,Neutral,USA,English,2024-04-25,True,2,3,4,3,3,2,BestBuy
11903,Marlen Stolze,40,Apple,iPhone SE,720.97,€670.5,EUR,0.93,4.0,Neutral,Germany,German,2025-06-25,True,4,3,4,4,4,3,Amazon
6367,Tina Hill,26,Google,Pixel 8,1023.18,C$1411.99,CAD,1.38,3.0,Neutral,Canada,English,2023-03-26,True,2,3,3,1,3,4,Amazon
17133,Robin Hooper,38,OnePlus,OnePlus 11R,717.74,£559.84,GBP,0.78,3.0,Positive,UK,English,2023-07-09,False,4,1,2,5,3,1,Amazon
9479,Gagan Bava,25,Apple,iPhone SE,1418.46,,INR,83.0,3.0,Positive,India,Hindi,2024-05-31,True,3,1,3,1,1,6,BestBuy
41871,Monica Taylor,35,Google,Pixel 8,799.52,د.إ2630.33,AED,3.67,4.0,Positive,UAE,English,2023-06-10,True,3,5,3,1,3,1,AliExpress
12933,Irene Jüttner B.Sc.,18,Apple,iPhone 14,1386.57,€1289.51,EUR,0.93,3.0,Neutral,Germany,German,2023-05-18,True,2,1,3,1,3,5,eBay
13642,Gerard Kelly,26,Google,Pixel 6,1037.23,£809.04,GBP,0.78,5.0,Positive,UK,English,2024-10-30,True,5,4,5,4,4,2,Amazon
19627,Mohini Barad,31,Xiaomi,Mi 13 Pro,594.04,₹49305.32,INR,83.0,4.0,Positive,India,Hindi,2023-05-23,False,5,3,3,3,4,1,Amazon
9952,Alexa Riggs,24,Google,Pixel 8,824.91,A$1262.11,AUD,1.53,2.0,Neutral,Australia,English,2025-04-09,True,1,1,1,2,2,1,Amazon
28963,Cynthia Larson,18,Google,Pixel 8,900.91,د.إ3306.34,AED,3.67,5.0,Positive,UAE,English,2023-10-08,True,4,5,5,5,3,7,eBay
28446,Miss Abbie Brookes,18,Samsung,Galaxy S24,432.0,£336.96,GBP,0.78,3.0,Positive,UK,English,2023-05-31,True,3,5,1,1,3,6,AliExpress
19699,Chaman Prashad,37,Google,Pixel 8,514.89,₹42735.87,INR,83.0,3.0,Positive,India,Hindi,2023-08-28,True,2,4,2,5,1,8,BestBuy
44224,Mira Herrmann B.A.,22,Motorola,Razr 40,586.62,€545.56,EUR,0.93,4.0,Positive,Germany,German,2025-06-19,True,4,4,2,4,4,2,eBay
2997,Amanda Barker,41,Xiaomi,Redmi Note 13,313.68,د.إ1151.21,AED,3.67,3.0,Positive,UAE,English,2025-05-09,False,3,3,3,2,4,5,Amazon
13638,James Bennett,18,Google,Pixel 8,506.38,$506.38 ,USD,1.0,4.0,Positive,USA,English,2023-01-15,False,4,3,5,4,4,6,eBay
22471,Isabella da Mota,25,Xiaomi,Redmi Note 13,450.8,R$1761.81,BRL,5.7,3.0,Positive,Brazil,Portuguese,2024-10-14,True,2,1,3,1,2,5,Flipkart
36087,Dale Robinson,25,Apple,iPhone 13,1442.2,£1124.92,GBP,0.78,1.0,Negative,UK,English,2025-01-08,False,1,1,1,3,2,3,
28918,Toby Godfrey,24,Samsung,Galaxy S24,859.14,£670.13,GBP,0.78,1.0,Negative,UK,English,2024-10-11,True,1,1,1,2,1,3,BestBuy
17650,Angela Perry,40,Apple,iPhone SE,1113.94,A$1704.33,AUD,1.53,4.0,Positive,Australia,English,2023-09-26,False,2,3,2,4,3,4,
27956,Teresa Smith,39,Samsung,Galaxy A55,1347.94,,CAD,1.38,2.0,Negative,Canada,English,2024-10-05,True,2,2,2,2,1,2,Amazon
2855,Rachael Lee,32,Realme,Realme 12 Pro,322.45,£251.51,GBP,0.78,4.0,Positive,UK,English,2023-12-15,True,4,3,4,2,5,8,Flipkart
13390,Kristen Parks,42,Apple,iPhone 13,1169.31,د.إ4291.37,AED,3.67,1.0,Negative,UAE,English,2022-11-03,True,2,1,1,1,1,1,Flipkart
13049,Kamilly Costela,21,Xiaomi,Poco X6,451.6,R$3419.89,BRL,5.7,5.0,Positive,Brazil,Portuguese,2023-11-25,True,4,5,5,4,5,3,eBay
22333,Robert Wilkerson,25,Motorola,Razr 40,335.0,C$462.3,CAD,1.38,3.0,Neutral,Canada,English,2023-04-25,True,2,3,2,3,3,3,Flipkart
30578,Abdul Sarna,26,OnePlus,OnePlus Nord 3,585.4,₹48588.2,INR,83.0,2.0,Negative,India,Hindi,2024-07-02,True,4,2,1,1,3,1,Flipkart
34735,Bradley Parker,50,Xiaomi,Mi 13 Pro,435.01,£339.31,GBP,0.78,5.0,Positive,UK,English,2024-02-27,True,4,4,5,5,5,4,BestBuy
19539,Rodrigo Souza,19,Xiaomi,Redmi Note 13,436.4,R$2487.48,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2024-12-05,True,1,1,1,2,3,2,eBay
39587,Jennifer Whitney,37,Apple,iPhone 13,704.37,,AUD,1.53,2.0,Negative,Australia,English,2023-02-23,True,3,1,1,1,1,3,BestBuy
5573,James Lopez,36,Samsung,Galaxy Z Flip,916.12,د.إ3362.16,AED,3.67,4.0,Positive,UAE,English,2023-04-28,False,1,4,2,3,2,7,
47751,Matthew Smith,18,Samsung,Galaxy Note 20,576.92,$576.92 ,USD,1.0,5.0,Positive,USA,English,2023-12-13,False,4,5,5,4,5,5,eBay
30964,Christopher Castillo,26,Xiaomi,Poco X6,296.85,د.إ1089.44,AED,3.67,3.1261384335154827,Negative,UAE,English,2023-10-07,True,1,1,2,1,1,2,eBay
35496,Frau Rose-Marie Oderwald,31,Xiaomi,Redmi Note 13,429.78,€399.7,EUR,0.93,2.0,Neutral,Germany,German,2024-11-23,True,1,2,3,1,1,3,eBay
20263,Gillian Donnelly,42,OnePlus,OnePlus 12,630.82,£492.04,GBP,0.78,1.0,Negative,UK,English,2023-01-11,True,1,1,1,1,2,1,BestBuy
44660,Anne Drake,37,Google,Pixel 8,1016.2,A$1554.79,AUD,1.53,4.0,Positive,Australia,English,2025-01-07,False,3,2,5,2,2,3,AliExpress
21746,Charles Marshall,22,OnePlus,OnePlus 12,997.18,A$1525.69,AUD,1.53,2.0,Neutral,Australia,English,2025-06-20,True,3,3,1,1,3,1,Flipkart
47249,Ing. Rotraud Steuer B.A.,23,Google,Pixel 8,791.24,€735.85,EUR,0.93,3.0,Neutral,Germany,German,2023-07-06,True,3,3,1,2,2,0,Amazon
36228,Clayton Hicks,36,OnePlus,OnePlus 11R,625.7,د.إ2296.32,AED,3.67,1.0,Negative,UAE,English,2023-11-05,True,1,1,2,1,1,0,AliExpress
28787,Jhalak Sidhu,33,Google,Pixel 6,936.48,₹77727.84,INR,83.0,2.0,Negative,India,Hindi,2023-10-22,True,2,2,2,1,1,2,eBay
35620,Charlene Thomas,33,Apple,iPhone 14,861.34,£671.85,GBP,0.78,3.0,Positive,UK,English,2025-08-09,True,3,4,3,1,2,2,BestBuy
46000,Thomas Rice,18,Apple,iPhone SE,809.13,د.إ2969.51,AED,3.67,4.0,Positive,UAE,English,2025-06-08,True,5,4,5,3,3,5,Flipkart
49513,Mathew Allen,42,OnePlus,OnePlus 12,699.52,C$965.34,CAD,1.38,3.0,Positive,Canada,English,2025-01-26,False,3,1,3,3,3,3,Amazon
44515,Carrie Martin,53,Google,Pixel 7a,993.06,A$1519.38,AUD,1.53,4.0,Positive,Australia,English,2025-08-27,True,5,2,4,5,5,7,BestBuy
28684,Lauren Collins,40,Apple,iPhone 14,833.79,C$1150.63,CAD,1.38,1.0,Negative,Canada,English,2025-02-16,False,1,2,1,2,1,2,eBay
31549,Ekansh Samra,25,Motorola,Razr 40,449.17,₹37281.11,INR,83.0,4.0,Positive,India,Hindi,2025-09-03,True,2,2,3,3,3,9,AliExpress
31965,Maria Liz Cassiano,26,Motorola,Edge 50,473.16,R$2697.01,BRL,5.7,5.0,Positive,Brazil,Portuguese,2023-05-22,True,3,4,5,4,4,5,BestBuy
9434,Richard Hodges,30,OnePlus,OnePlus 12,499.92,$499.92 ,USD,1.0,4.0,Positive,USA,English,2024-07-24,True,2,3,4,5,3,10,Amazon
22374,Sharon Cook,34,Google,Pixel 8,1049.14,د.إ3850.34,AED,3.67,3.0,Negative,UAE,English,2024-11-18,False,2,3,3,1,3,1,AliExpress
21623,John Larson,18,Xiaomi,Poco X6,445.74,A$681.98,AUD,1.53,1.0,Negative,Australia,English,2024-09-20,False,1,2,1,1,1,2,BestBuy
12452,Joshua Holt,28,Xiaomi,Redmi Note 13,299.41,A$458.1,AUD,1.53,5.0,Positive,Australia,English,2023-08-16,True,5,4,4,5,4,7,Flipkart
11800,Xavier Mann,18,OnePlus,OnePlus 11R,354.33,₹29409.39,INR,83.0,1.0,Negative,India,Hindi,2023-09-09,True,1,1,1,1,1,0,Amazon
31389,Ms Diana Williams,34,Samsung,Galaxy A55,1171.05,£913.42,GBP,0.78,5.0,Positive,UK,English,2025-09-25,True,5,3,5,5,5,3,BestBuy
20769,Chanakya Dubey,35,Apple,iPhone 13,766.05,₹63582.15,INR,83.0,2.0,Neutral,India,Hindi,2023-11-13,True,1,2,1,1,2,2,eBay
4829,Prof. Elisabet Henk,39,OnePlus,OnePlus 11R,830.55,€772.41,EUR,0.93,5.0,Positive,Germany,German,2022-11-12,False,3,5,3,5,4,5,Flipkart
14590,Vedika Parikh,42,Realme,Realme Narzo 70,375.23,₹31144.09,INR,83.0,2.0,Positive,India,Hindi,2025-10-15,True,1,2,2,1,1,3,Flipkart
1508,Mark Lane,24,Apple,iPhone SE,1101.03,A$1689.66,AUD,1.53,4.0,Neutral,Australia,English,2025-03-29,True,2,2,4,4,3,1,AliExpress
18613,Thomas Jacobs,26,OnePlus,OnePlus 12,835.89,$835.89 ,USD,1.0,4.0,Positive,USA,English,2023-05-19,True,2,3,4,2,2,6,eBay
19303,Timothy Nguyen,18,Google,Pixel 7a,574.53,C$792.85,CAD,1.38,5.0,Positive,Canada,English,2024-06-19,True,5,3,5,4,3,3,Flipkart
38310,Katie Daniels,37,Motorola,Moto G Power,270.33,£210.86,GBP,0.78,5.0,Positive,UK,English,2024-12-18,True,5,5,3,4,4,8,eBay
1739,Ryan Powell,31,OnePlus,OnePlus Nord 3,886.99,A$1357.09,AUD,1.53,1.0,Negative,Australia,English,2023-10-18,True,1,1,1,1,1,2,Flipkart
35876,Sr. Davi Lucas da Cunha,45,OnePlus,OnePlus 12,655.8,R$3738.06,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-02-19,False,2,5,4,4,3,3,Amazon
47068,Brian Gray,33,Samsung,Galaxy Note 20,1306.87,A$1999.51,AUD,1.53,5.0,Positive,Australia,English,2023-12-11,False,5,5,3,5,4,3,AliExpress
5115,Heloisa Peixoto,29,Xiaomi,Mi 13 Pro,443.83,R$2294.76,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-06-13,True,3,3,4,3,4,5,eBay
24907,Miranda Clark,18,Xiaomi,Poco X6,620.45,$620.45 ,USD,1.0,4.0,Positive,USA,English,2023-08-15,False,4,4,5,5,5,6,BestBuy
7636,Agatha das Neves,46,OnePlus,OnePlus Nord 3,669.4,R$5431.76,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-02-18,True,1,1,1,1,1,2,eBay
14399,Oeshi Mitra,46,Google,Pixel 6,942.6,₹78235.8,INR,83.0,5.0,Positive,India,Hindi,2025-06-10,False,3,5,4,2,5,5,Amazon
36171,Sra. Melina Novais,34,Google,Pixel 7a,619.69,R$3532.23,BRL,5.7,1.0,Negative,Brazil,Portuguese,2023-07-10,False,2,1,2,1,1,2,Amazon
9184,Teresa Siering,25,Google,Pixel 6,572.34,€532.28,EUR,0.93,2.0,Neutral,Germany,German,2024-01-15,False,2,1,1,2,1,3,AliExpress
36797,Michael Green,36,Google,Pixel 8,997.66,C$1376.77,CAD,1.38,4.0,Positive,Canada,English,2024-11-10,True,4,4,5,4,4,5,BestBuy
37623,Dr Joanna Jackson,25,Google,Pixel 8,550.53,£429.41,GBP,0.78,3.0,Neutral,UK,English,2024-06-02,True,3,2,3,3,3,2,eBay
1656,Katherine Allen,37,Motorola,Razr 40,463.98,£361.9,GBP,0.78,4.0,Positive,UK,English,2024-09-05,True,3,3,5,3,3,5,AliExpress
4327,Jessica Crawford,32,OnePlus,OnePlus 11R,384.04,د.إ1409.43,AED,3.67,5.0,Positive,UAE,English,2023-06-18,True,4,5,4,4,5,3,
27378,Jason Gibson,28,Xiaomi,Redmi Note 13,683.69,£533.28,GBP,0.78,5.0,Positive,UK,English,2025-06-24,True,5,4,4,4,5,9,BestBuy
19045,Brittany Wright,25,Motorola,Edge 50,514.92,د.إ2271.22,AED,3.67,3.0,Positive,UAE,English,2023-05-20,True,2,2,2,2,1,3,eBay
44329,Dr. Dana Hicks,49,Samsung,Galaxy S24,576.69,د.إ2116.45,AED,3.67,1.0,Negative,UAE,English,2023-02-17,True,1,1,1,3,1,1,Flipkart
9662,Allana Mendonça,20,Google,Pixel 7a,809.44,R$5253.06,BRL,5.7,3.0,Positive,Brazil,Portuguese,2024-03-12,False,3,2,1,4,3,3,
15915,Anthony Crosby,36,Apple,iPhone 15 Pro,1102.27,$966.69 ,USD,1.0,4.0,Positive,USA,English,2025-03-20,False,3,3,2,4,5,2,BestBuy
25467,Derek Wilcox,40,Samsung,Galaxy Note 20,567.36,C$782.96,CAD,1.38,4.0,Positive,Canada,English,2024-09-23,True,3,4,4,4,4,4,BestBuy
13611,Samantha Clark,24,Apple,iPhone 14,844.21,A$1291.64,AUD,1.53,4.0,Neutral,Australia,English,2023-04-13,False,4,2,3,4,4,2,BestBuy
11671,Beverley Owens,36,Motorola,Razr 40,504.89,£393.81,GBP,0.78,5.0,Positive,UK,English,2022-11-23,True,5,4,4,4,2,8,BestBuy
1220,Whitney Garcia,31,Realme,Realme Narzo 70,587.5,د.إ2156.12,AED,3.67,1.0,Negative,UAE,English,2025-06-08,True,1,1,1,2,1,2,BestBuy
38864,Prof. Kristin Walter,32,Apple,iPhone 13,1227.23,€1141.32,EUR,0.93,4.0,Positive,Germany,German,2025-10-18,True,4,5,5,4,3,8,eBay
12558,David Crawford,32,Apple,iPhone 14,1124.25,"$1,124.25 ",USD,1.0,5.0,Positive,USA,English,2024-08-22,True,5,5,3,4,5,7,Flipkart
39144,Mason Oak,32,Samsung,Galaxy Note 20,973.48,₹80798.84,INR,83.0,5.0,Positive,India,Hindi,2024-10-31,False,4,3,5,5,4,3,eBay
35509,Kimberly Gonzalez,36,Realme,Realme 12 Pro,531.87,$531.87 ,USD,1.0,3.0,Positive,USA,English,2025-02-06,True,2,3,3,3,2,5,
11853,Triya Nagarajan,30,Apple,iPhone 14,870.64,₹72263.12,INR,83.0,3.0,Positive,India,Hindi,2025-07-01,True,3,3,1,3,2,4,BestBuy
13239,Michael Meza,27,Xiaomi,Poco X6,540.47,$540.47 ,USD,1.0,3.0,Positive,USA,English,2025-06-07,True,5,2,4,3,3,5,Amazon
29951,Brian Hayward,32,Google,Pixel 8,853.83,£665.99,GBP,0.78,3.0,Positive,UK,English,2025-05-28,True,3,4,4,1,3,3,eBay
27985,Marissa Mcclure,39,Apple,iPhone 15 Pro,1031.47,C$1423.43,CAD,1.38,5.0,Positive,Canada,English,2022-11-01,True,3,4,5,5,5,3,Flipkart
22091,Dr Susan Francis,26,Xiaomi,Mi 13 Pro,236.9,,GBP,0.78,4.0,Positive,UK,English,2025-08-16,True,3,4,2,3,4,3,eBay
48990,Sherri Robertson,33,OnePlus,OnePlus 11R,910.08,,USD,1.0,1.0,Negative,USA,English,2024-02-29,True,1,1,1,2,1,1,eBay
40640,Anthony Lopez,40,OnePlus,OnePlus 11R,507.4,د.إ1862.16,AED,3.67,4.0,Positive,UAE,English,2024-06-08,False,2,3,3,5,4,4,Amazon
28912,Dr. Eduardo Guerra,33,Motorola,Razr 40,757.27,R$4316.44,BRL,5.7,5.0,Positive,Brazil,Portuguese,2025-04-08,True,4,5,5,4,5,4,BestBuy
8571,Dr. Thomas Clark PhD,34,Apple,iPhone 13,981.7,A$1502.0,AUD,1.53,1.0,Negative,Australia,English,2023-08-18,True,1,1,1,2,1,4,BestBuy
38432,Tanveer Karnik,22,OnePlus,OnePlus Nord 3,601.71,₹49941.93,INR,83.0,1.0,Negative,India,Hindi,2023-06-25,False,1,1,1,1,1,2,Flipkart
40526,Univ.Prof. Achim Jacobi Jäckel,26,Xiaomi,Poco X6,320.58,€298.14,EUR,0.93,3.0,Neutral,Germany,German,2024-11-04,False,1,1,3,1,3,5,Flipkart
35550,Kayla Fleming,23,OnePlus,OnePlus 12,922.45,A$1411.35,AUD,1.53,3.0,Neutral,Australia,English,2024-07-01,True,2,2,1,3,3,1,eBay
29488,James Frazier,29,Motorola,Razr 40,542.15,د.إ1989.69,AED,3.67,4.0,Positive,UAE,English,2023-08-18,True,4,1,1,4,5,8,Amazon
26038,Herrmann Sauer,21,Apple,iPhone 14,1434.65,€1334.22,EUR,0.93,3.0,Neutral,Germany,German,2023-08-23,True,2,4,2,2,3,5,BestBuy
19371,Ms Melanie Reeves,31,Google,Pixel 6,958.99,£748.01,GBP,0.78,3.0,Positive,UK,English,2023-09-12,True,3,3,3,3,3,6,Flipkart
44735,Jesus Curtis,39,OnePlus,OnePlus Nord 3,378.81,$378.81 ,USD,1.0,4.0,Neutral,USA,English,2024-08-21,False,5,4,3,3,5,1,BestBuy
6916,Luiz Henrique Souza,21,Google,Pixel 8,819.22,R$4669.55,BRL,5.7,3.129131776112825,Neutral,Brazil,Portuguese,2024-01-24,True,5,3,2,4,3,3,BestBuy
14999,Lee Jones-Butler,21,OnePlus,OnePlus 12,443.4,£345.85,GBP,0.78,5.0,Positive,UK,English,2023-02-23,True,4,5,4,4,3,1,BestBuy
16751,David Hines,28,OnePlus,OnePlus Nord 3,634.3,$634.30 ,USD,1.0,2.0,Negative,USA,English,2024-06-20,True,1,2,2,3,3,3,Amazon
29960,Eric Shields,33,Google,Pixel 7a,759.45,د.إ2787.18,AED,3.67,5.0,Positive,UAE,English,2023-05-24,True,4,5,4,3,5,9,AliExpress
28857,Kelly Marshall,27,Realme,Realme 12 Pro,396.41,£438.93,GBP,0.78,2.0,Negative,UK,English,2023-08-14,True,2,1,1,1,3,3,Flipkart
38912,Harini Ratta,27,Xiaomi,Redmi Note 13,693.82,₹57587.06,INR,83.0,1.0,Neutral,India,Hindi,2024-09-23,True,1,1,1,1,1,0,AliExpress
5844,Nitara Misra,40,OnePlus,OnePlus Nord 3,619.42,₹51411.86,INR,83.0,4.0,Positive,India,Hindi,2022-12-27,True,3,4,1,4,5,4,BestBuy
15770,Ryan Reed,22,Apple,iPhone 14,1195.03,C$1649.14,CAD,1.38,3.0,Positive,Canada,English,2023-03-11,True,2,3,1,3,3,9,BestBuy
27099,Alexander Greene,22,OnePlus,OnePlus 12,471.07,$471.07 ,USD,1.0,3.1356009070294784,Positive,USA,English,2024-01-05,True,3,5,4,2,3,5,Amazon
34727,Isadora Siqueira,30,Samsung,Galaxy S24,1271.53,R$7247.72,BRL,5.7,4.0,Positive,Brazil,Portuguese,2022-11-01,True,3,3,2,2,3,11,Amazon
20931,Anthony Aragão,28,Google,Pixel 8,762.59,R$4346.76,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2024-12-23,True,1,3,4,3,2,5,Amazon
12314,Dra. Isadora Novais,20,OnePlus,OnePlus Nord 3,567.75,R$3236.18,BRL,5.7,3.0,Positive,Brazil,Portuguese,2024-06-24,True,3,1,3,3,2,3,AliExpress
8294,Pedro Henrique Cavalcanti,25,Samsung,Galaxy Z Flip,437.62,R$2494.43,BRL,5.7,3.134886572654813,Positive,Brazil,Portuguese,2024-06-30,False,3,3,2,2,3,5,AliExpress
49409,Maria Sophia Guerra,20,Motorola,Razr 40,402.47,R$2294.08,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-09-18,True,1,1,1,1,1,4,BestBuy
22320,Vinicius Vargas,18,Google,Pixel 7a,516.31,R$2942.97,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2025-07-08,True,2,2,3,2,3,4,eBay
20487,Jasmine Evans,25,Motorola,Edge 50,667.13,£520.36,GBP,0.78,2.0,Negative,UK,English,2023-04-12,True,2,3,1,2,1,0,eBay
22611,Cody Hansen,22,OnePlus,OnePlus 11R,898.64,C$1240.12,CAD,1.38,3.0,Positive,Canada,English,2025-09-27,True,5,3,3,4,2,4,AliExpress
12466,Miss Rebecca Davis,27,Motorola,Moto G Power,327.97,£255.82,GBP,0.78,2.0,Negative,UK,English,2024-05-04,False,3,1,2,2,4,1,AliExpress
41513,Christian Roy,18,Motorola,Moto G Power,613.5,د.إ2251.55,AED,3.67,1.0,Negative,UAE,English,2022-11-04,True,1,1,1,1,2,1,Amazon
48610,Samuel Sastry,38,Motorola,Edge 50,778.68,₹64630.44,INR,83.0,3.092575618698442,Neutral,India,Hindi,2023-12-29,True,1,1,1,2,1,0,BestBuy
17673,Krish Natarajan,18,OnePlus,OnePlus 11R,397.37,₹32981.71,INR,83.0,2.0,Negative,India,Hindi,2024-07-23,True,2,1,2,1,3,3,Amazon
8566,Michael Hurley,29,Samsung,Galaxy S24,1391.7,A$2129.3,AUD,1.53,3.0,Neutral,Australia,English,2024-05-28,True,3,2,1,3,3,2,Amazon
42906,Alexandra Perry,18,Samsung,Galaxy A55,865.11,A$1323.62,AUD,1.53,3.0,Neutral,Australia,English,2024-02-16,True,1,3,1,3,3,5,AliExpress
33295,Jessica Stewart,31,OnePlus,OnePlus 12,719.43,د.إ2640.31,AED,3.67,3.0,Neutral,UAE,English,2022-12-03,False,2,2,3,2,2,2,eBay
12929,Aayush Sekhon,43,Google,Pixel 8,741.87,₹61575.21,INR,83.0,4.0,Positive,India,Hindi,2023-12-17,True,4,2,5,4,5,4,eBay
8384,David Hunt,41,Samsung,Galaxy Note 20,849.2,د.إ3116.56,AED,3.67,1.0,Negative,UAE,English,2025-03-26,False,1,3,2,1,2,1,Amazon
26547,Aaron Johnson,34,Apple,iPhone SE,821.45,C$1133.6,CAD,1.38,4.0,Positive,Canada,English,2024-01-30,True,2,3,3,2,3,4,eBay
21161,Rodney Hayes,18,Apple,iPhone 14,890.61,C$1229.04,CAD,1.38,4.0,Positive,Canada,English,2024-12-10,False,4,2,4,5,4,7,AliExpress
25332,Danny Chavez,35,Samsung,Galaxy A55,796.44,C$1099.09,CAD,1.38,3.0,Neutral,Canada,English,2023-06-20,True,5,3,2,4,1,0,BestBuy
417,Stephanie Hughes,29,Xiaomi,Redmi Note 13,534.58,$534.58 ,USD,1.0,3.0,Positive,USA,English,2023-08-08,True,3,2,1,2,4,3,Flipkart
38314,Alex Smith,24,Samsung,Galaxy Z Flip,1067.04,A$1632.57,AUD,1.53,4.0,Positive,Australia,English,2023-04-10,False,4,4,4,3,5,4,eBay
40759,Herr Gerhardt Drewes B.Eng.,23,OnePlus,OnePlus 11R,544.61,€506.49,EUR,0.93,4.0,Positive,Germany,German,2025-04-13,False,3,5,2,2,4,2,Amazon
1407,Gabor Mude,23,Apple,iPhone 14,1116.2,€1038.07,EUR,0.93,4.0,Positive,Germany,German,2023-05-19,True,4,4,2,4,5,6,Amazon
27989,Balhaar Dhar,22,OnePlus,OnePlus 11R,562.68,₹46702.44,INR,83.0,1.0,Negative,India,Hindi,2023-10-23,True,1,1,1,1,3,1,BestBuy
